4	20	100	100	0	1	0	0	0	0	0	0	0	0	0	0	0	0
7	40	100	10	1	0	0	1	0	0	0	0	0	0	0	0	0	0
7	0	0	100	0	0	0	2	0	0	0	0	0	0	0	0	0	0
10	0	0	100	0	0	0	0	0	0	2	0	0	0	0	0	0	0
10	0	0	100	0	0	0	0	0	2	0	0	0	0	0	0	0	0
5	65	100	10	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0	45	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	0	0	100	1	0	0	2	0	0	0	0	0	0	0	0	0	0
0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	15	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	60	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	120	90	10	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0	85	100	30	0	0	0	0	0	0	0	0	0	0	0	1	0	0
8	65	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	100	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	20	100	10	1	0	0	0	0	0	1	0	0	0	0	0	0	0
2	65	100	10	1	0	0	0	0	0	1	0	0	0	0	0	0	0
2	110	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	54	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	50	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	10	100	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	90	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	50	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	100	0	0	0	1	0	0	0	0	0	0	0	0	0	0
8	100	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	70	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	60	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	100	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0	100	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	45	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	100	100	100	0	1	0	0	0	0	0	0	0	0	0	0	0	0
9	80	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	100	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	100	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	40	100	10	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0	340	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	120	85	30	1	0	0	0	0	0	0	0	0	0	1	0	0	0
1	75	100	10	1	0	0	0	0	0	0	0	0	0	1	0	0	0
1	45	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	999	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	95	100	10	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0	0	70	100	1	0	0	0	0	0	0	1	0	0	0	0	0	0
9	70	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	45	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	30	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	75	100	1	0	0	0	0	0	0	0	0	0	0	1	0	0
0	0	100	100	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0	0	0	100	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0	999	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	40	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	100	0	0	0	1	0	0	0	0	0	0	0	0	0	0
5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	70	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	85	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	65	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	999	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	120	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	150	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	80	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	0	60	100	1	0	0	0	0	0	0	0	0	0	0	0	0	1
5	95	100	10	1	0	0	0	0	0	0	0	0	0	0	0	1	0
5	75	100	10	1	0	0	0	0	0	0	0	0	0	0	0	1	0
6	70	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	55	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	0	80	100	1	0	0	0	0	0	0	1	0	0	0	0	0	0
11	20	100	100	0	1	0	0	0	0	0	0	0	0	0	0	0	0
4	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	100	100	1	0	0	1	0	0	0	0	0	0	0	0	0	0
13	20	100	30	1	0	0	0	0	0	0	0	0	0	0	1	0	0
10	0	0	100	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0	0	75	100	0	0	0	0	0	0	0	0	0	0	0	0	0	1
6	50	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	0	0	100	0	0	1	0	0	0	0	0	0	0	0	0	0	0
4	40	100	100	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0	120	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	80	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	100	0	0	0	0	0	0	0	0	1	0	0	0	0	0
9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	40	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	35	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	70	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	14	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0	55	100	1	0	0	0	0	0	0	0	0	1	0	0	0	0
7	15	100	20	1	0	0	0	0	0	0	0	0	1	0	0	0	0
7	0	75	100	1	0	0	0	0	0	0	0	0	1	0	0	0	0
0	40	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	65	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	90	100	30	1	0	0	0	0	1	0	0	0	0	0	0	0	0
10	1	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	40	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	20	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	55	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	80	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	0	0	100	0	0	0	1	0	0	0	0	0	0	0	0	0	0
10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	75	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	50	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	60	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	0	100	100	1	0	0	0	0	0	0	1	0	0	0	0	0	0
0	40	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	85	100	1	0	0	2	0	0	0	0	0	0	0	0	0	0
6	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	230	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	100	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0	0	55	100	1	0	0	0	0	0	0	0	0	0	0	0	0	1
0	100	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	140	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	80	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	70	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	0	75	100	1	0	0	0	0	0	0	0	0	0	0	0	0	1
7	65	100	30	1	0	0	0	0	0	0	0	0	1	0	0	0	0
7	20	100	30	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	0	100	100	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	120	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	60	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	0	100	100	1	0	0	0	0	0	0	0	0	0	0	0	0	1
0	65	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	80	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	0	95	100	1	0	0	0	0	0	1	0	0	0	0	0	0	0
0	50	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	0	75	100	1	0	0	0	0	0	0	0	0	0	0	1	0	0
6	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	95	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	60	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	100	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0	35	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	100	100	1	0	0	1	0	0	0	0	0	0	0	0	0	0
0	90	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	90	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	120	70	10	1	0	0	0	0	0	0	0	0	0	0	1	0	0
3	0	100	100	1	0	0	0	0	0	0	0	0	0	0	1	0	0
3	95	100	10	1	0	0	0	0	0	0	0	0	0	0	1	0	0
3	75	100	10	1	0	0	0	0	0	0	0	0	0	0	1	0	0
3	40	100	10	1	0	0	0	0	0	0	0	0	0	0	1	0	0
7	0	85	100	1	0	0	0	0	0	0	0	0	1	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	80	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	50	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	55	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	35	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	40	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	80	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	35	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	0	0	100	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0	45	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
